iter	RMSE
451	2237.529505
452	2235.222891
453	2229.861122
454	2222.66918
455	2216.107659
456	2207.959121
457	2199.663899
458	2196.77716
459	2193.373653
460	2189.538341
461	2185.071211
462	2179.526258
463	2177.999432
464	2169.777654
465	2163.79516
466	2156.750806
467	2151.274527
468	2145.35839
469	2139.917506
470	2135.051558
471	2131.045444
472	2128.053098
473	2126.832267
474	2123.455318
475	2122.165498
476	2117.260754
477	2111.368378
478	2108.138691
479	2103.152425
480	2096.86006
481	2090.756236
482	2085.044733
483	2077.219046
484	2073.367242
485	2065.958119
486	2060.952167
487	2058.577667
488	2054.247495
489	2047.345444
490	2043.551475
491	2035.800982
492	2032.095643
493	2026.633284
494	2024.588733
495	2020.736835
496	2013.19933
497	2010.868404
498	2005.744955
499	2003.436369
500	1997.635888
501	1993.514909
502	1986.596083
503	1983.469479
504	1981.125431
505	1976.955703
506	1971.627469
507	1969.185344
508	1964.804619
509	1960.494037
510	1953.273831
511	1947.816607
512	1942.395636
513	1938.964512
514	1933.849076
515	1928.600931
516	1922.80156
517	1918.661429
518	1915.860949
519	1914.337605
520	1912.087239
521	1908.321141
522	1903.855063
523	1898.529462
524	1893.210604
525	1888.187107
526	1882.621967
527	1878.84764
528	1874.161153
529	1870.033636
530	1864.737693
531	1857.1638
532	1853.625167
533	1846.357183
534	1840.720766
535	1840.059736
536	1838.282989
537	1835.970053
538	1831.618727
539	1824.745655
540	1821.384236
541	1813.851635
542	1812.687568
543	1806.839652
544	1802.898239
545	1798.063379
546	1796.309473
547	1788.931593
548	1786.640924
549	1781.446363
550	1775.263319
551	1773.257753
552	1770.308574
553	1770.223201
554	1765.113401
555	1762.533564
556	1757.453126
557	1753.825267
558	1751.684927
559	1750.259095
560	1746.807442
561	1744.563694
562	1740.131551
563	1738.071861
564	1735.716908
565	1730.987164
566	1725.194683
567	1719.203933
568	1714.418862
569	1707.792693
570	1705.844922
571	1702.019111
572	1699.100127
573	1694.277993
574	1690.228062
575	1682.711113
576	1678.686374
577	1674.472992
578	1669.722789
579	1665.388519
580	1662.990405
581	1656.115867
582	1654.794695
583	1653.52764
584	1645.728082
585	1644.144324
586	1639.105271
587	1637.899197
588	1635.151933
589	1631.532583
590	1627.124255
591	1621.747249
592	1615.954614
593	1612.068625
594	1607.050346
595	1600.666834
596	1596.834553
597	1590.639534
598	1586.383019
599	1585.291504
600	1581.405209
601	1580.240357
602	1575.454352
603	1571.249155
604	1567.058699
605	1560.868925
606	1553.373369
607	1548.017134
608	1542.616971
609	1538.893861
610	1535.353333
611	1533.731176
612	1531.332793
613	1528.14493
614	1521.529373
615	1517.328096
616	1511.555035
617	1508.467868
618	1503.156339
619	1498.045054
620	1496.667832
621	1493.868393
622	1488.891949
623	1486.967157
624	1483.582113
625	1480.520104
626	1476.293098
627	1475.500829
628	1473.415292
629	1468.514264
630	1464.494489
631	1461.579622
632	1458.443742
633	1455.515333
634	1450.963416
635	1449.454957
636	1447.726937
637	1447.059168
638	1445.220092
639	1440.845312
640	1437.527465
641	1431.402626
642	1428.196218
643	1422.688469
644	1422.111522
645	1418.095244
646	1416.11382
647	1413.394338
648	1411.147844
649	1408.882832
650	1404.064382
651	1401.508585
652	1396.965547
653	1389.5712
654	1387.217446
655	1384.324141
656	1381.160832
657	1379.819027
658	1377.541605
659	1372.722338
660	1370.896493
661	1369.777574
662	1367.23291
663	1364.764236
664	1361.199365
665	1358.388837
666	1356.441404
667	1353.906152
668	1351.05855
669	1348.450268
670	1347.932931
671	1346.32378
672	1342.427488
673	1341.791239
674	1337.795758
675	1335.522191
676	1334.238158
677	1332.028488
678	1328.59561
679	1327.806238
680	1325.280777
681	1323.549584
682	1318.442982
683	1316.521591
684	1315.758218
685	1313.488311
686	1309.885148
687	1307.715181
688	1306.279037
689	1305.033385
690	1302.05635
691	1299.180811
692	1296.617992
693	1294.444964
694	1292.797479
695	1292.652268
696	1291.35595
697	1287.688235
698	1287.13738
699	1282.391173
700	1281.984142
701	1279.310485
702	1275.164469
703	1273.172789
704	1272.625941
705	1270.08897
706	1269.53534
707	1266.663916
708	1264.060915
709	1261.55105
710	1260.009129
711	1257.600501
712	1256.542705
713	1255.404163
714	1253.036442
715	1251.889626
716	1250.205022
717	1247.823408
718	1246.107763
719	1245.006248
720	1241.889115
721	1237.804589
722	1237.75505
723	1235.601023
724	1232.142506
725	1230.751345
726	1228.449567
727	1226.466792
728	1221.463501
729	1218.345607
730	1217.977562
731	1214.854438
732	1211.083605
733	1209.203501
734	1208.302359
735	1206.80931
736	1203.658899
737	1200.943934
738	1199.088816
739	1196.415643
740	1194.061029
741	1189.969718
742	1187.818668
743	1185.78981
744	1182.900119
745	1181.166211
746	1178.833463
747	1177.236969
748	1174.639061
749	1171.42187
750	1168.777556
751	1167.151803
752	1166.652907
753	1163.031643
754	1161.571643
755	1161.290421
756	1157.588346
757	1155.881167
758	1152.82901
759	1150.653375
760	1148.814952
761	1145.583587
762	1144.185723
763	1144.125286
764	1142.335839
765	1141.294188
766	1139.450708
767	1136.93784
768	1134.783448
769	1132.727817
770	1130.481965
771	1129.488119
772	1128.960998
773	1128.050952
774	1126.146093
775	1125.85346
776	1123.043784
777	1121.311341
778	1120.70719
779	1119.505882
780	1117.603791
781	1115.955546
782	1113.236902
783	1111.121282
784	1109.566871
785	1108.38133
786	1106.268651
787	1104.469195
788	1102.132989
789	1101.94055
790	1100.020881
791	1098.549138
792	1097.624571
793	1096.628108
794	1096.089058
795	1094.015729
796	1092.768772
797	1090.871722
798	1089.923616
799	1088.743935
800	1087.4073
801	1084.848667
802	1082.131048
803	1079.876557
804	1078.476791
805	1076.213815
806	1074.020755
807	1071.931333
808	1070.506091
809	1068.663213
810	1066.194926
811	1064.410804
812	1062.247179
813	1061.677636
814	1060.107044
815	1058.058575
816	1057.503366
817	1055.227014
818	1052.84824
819	1052.763933
820	1051.268058
821	1049.872096
822	1048.807579
823	1047.175243
824	1045.600299
825	1045.580679
826	1043.132678
827	1040.737318
828	1038.503621
829	1036.577738
830	1036.220023
831	1033.763415
832	1031.885881
833	1031.173463
834	1029.350739
835	1026.99436
836	1025.740989
837	1023.605091
838	1022.266975
839	1020.606414
840	1017.77192
841	1016.41499
842	1015.343476
843	1015.252141
844	1014.930818
845	1013.016627
846	1011.69907
847	1009.986643
848	1007.26046
849	1006.712989
850	1005.193281
851	1003.70069
852	1002.374049
853	1001.472109
854	1000.38904
855	998.6525533
856	997.8620695
857	997.3701245
858	996.0860925
859	994.282498
860	992.0832
861	991.0744463
862	989.4877291
863	988.2650135
864	986.0035479
865	984.5750553
866	983.1600256
867	981.5903714
868	980.3865716
869	979.2241975
870	978.0562603
871	976.3259968
872	974.3909658
873	972.6798249
874	970.1280852
875	969.0582707
876	967.8014274
877	966.5726482
878	965.6717055
879	963.7377961
880	961.0272747
881	959.5727834
882	956.1759487
883	954.1742422
884	952.7605915
885	951.2329084
886	949.0552803
887	947.8830556
888	946.491542
889	945.2789937
890	943.6964368
891	942.4154086
892	940.5005892
893	939.4641968
894	938.6218989
895	935.9467064
896	934.2799649
897	932.7789246
898	931.3391217
899	928.7300597
900	926.908268
901	925.0899402
902	923.1157157
903	922.1317063
904	921.9474263
905	920.7287777
906	919.2342223
907	917.5147832
908	915.9158279
909	914.1872464
910	913.5559074
911	911.9778702
912	911.1020316
913	909.3848101
914	907.993254
915	906.3162067
916	904.4317484
917	903.450824
918	902.3519703
919	901.1331865
920	898.7803808
921	896.6532011
922	895.1762481
923	893.4930248
924	891.938924
925	890.111891
926	889.700325
927	888.372514
928	886.816142
929	885.7072805
930	884.2905005
931	882.9827367
932	881.26616
933	879.8124268
934	879.6718957
935	878.3431814
936	877.6126657
937	876.1618463
938	875.1668645
939	873.8558185
940	872.2392397
941	871.4189386
942	870.9548266
943	869.5589853
944	868.4568898
945	866.1267857
946	864.4424897
947	863.0777859
948	862.3151062
949	861.0801347
950	859.5523223
951	859.5052368
952	858.4893954
953	858.4405809
954	856.8985525
955	855.6020153
956	853.2278521
957	852.3010192
958	850.770432
959	848.9152021
960	847.4499054
961	846.8760427
962	845.4297911
963	844.4587018
964	844.2622689
965	842.9236327
966	842.4536952
967	841.7118424
968	841.131211
969	839.7697025
970	838.6789165
971	837.5471654
972	836.2874705
973	835.2997694
974	834.0880926
975	832.5667565
976	832.5427528
977	831.7090633
978	829.7624669
979	828.9440301
980	827.725538
981	826.0957818
982	825.5315258
983	824.8361819
984	823.5667442
985	822.0550563
986	821.2874176
987	820.5197428
988	819.7619627
989	819.1352716
990	818.2139822
991	816.3937427
992	815.7427077
993	813.6915932
994	812.9405464
995	811.5254448
996	810.26633
997	809.7397554
998	808.4978743
999	807.4487519
1000	806.0718988
1001	805.1082322
1002	804.20299
1003	802.2840487
1004	801.6543357
1005	800.5782358
1006	800.2480416
1007	799.0768184
1008	797.7362788
1009	796.197456
1010	794.8633989
1011	793.6527861
1012	792.2120631
1013	791.7939207
1014	790.8125924
1015	789.7076502
1016	789.181095
1017	788.2550782
1018	786.5175821
1019	785.2242228
1020	784.2797572
1021	783.4167005
1022	782.2134019
1023	781.4951417
1024	781.0652936
1025	779.9467304
1026	778.6421022
1027	777.5114813
1028	776.7052584
1029	775.1802286
1030	774.353985
1031	773.1841269
1032	772.4784672
1033	771.3723738
1034	770.291312
1035	769.2478481
1036	768.1235655
1037	768.0218755
1038	767.7434158
1039	766.7819454
1040	765.5308874
1041	764.7956299
1042	763.9132843
1043	762.8815993
1044	760.88455
1045	760.7458121
1046	760.0547513
1047	758.2241523
1048	757.125029
1049	755.7182064
1050	754.8350959
1051	754.1344478
1052	752.6181417
1053	752.3417349
1054	751.1358014
1055	749.8850917
1056	749.2152154
1057	747.8067022
1058	746.452895
1059	745.1759227
1060	744.2492601
1061	743.6761349
1062	742.7813727
1063	741.9521027
1064	740.7913313
1065	739.8676808
1066	739.1730981
1067	738.6128935
1068	737.9641715
1069	737.1421702
1070	736.6892607
1071	735.7122918
1072	734.8267095
1073	734.1368628
1074	733.1568402
1075	731.4917928
1076	730.6441645
1077	729.5676585
1078	728.3928416
1079	727.1751666
1080	726.8272455
1081	725.8011707
1082	725.1594591
1083	724.2789169
1084	722.0832494
1085	721.0498181
1086	720.2398519
1087	719.3193876
1088	718.6183535
1089	717.351674
1090	716.0636988
1091	715.3481527
1092	713.6068862
1093	712.548324
1094	712.0711007
1095	711.1982241
1096	710.5882073
1097	709.7888174
1098	708.9937723
1099	708.1173996
1100	706.5407555
1101	705.7484711
1102	705.2714337
1103	704.913245
1104	704.2491785
1105	703.0658375
1106	702.6913947
1107	702.2660823
1108	701.5182075
1109	701.1351285
1110	700.1476396
1111	699.8459241
1112	698.5611958
1113	698.3648366
1114	697.4400856
1115	695.9941016
1116	695.8047103
1117	695.0841877
1118	694.1315595
1119	693.8387263
1120	692.8062192
1121	692.1596651
1122	691.4201331
1123	690.6912506
1124	689.2526021
1125	688.346563
1126	687.7973735
1127	686.7358058
1128	684.4581042
1129	683.4333077
1130	683.0052133
1131	682.2016232
1132	681.2384539
1133	680.2371151
1134	679.7337753
1135	678.8018311
1136	677.4920368
1137	676.5747251
1138	676.0545446
1139	675.5110759
1140	674.9631321
1141	673.7206225
1142	671.8974905
1143	670.9677994
1144	669.9114669
1145	669.056322
1146	668.6656394
1147	668.0084264
1148	667.2891442
1149	665.3338178
1150	664.6156193
1151	663.4908103
1152	662.5435487
1153	661.7823566
1154	661.0876861
1155	660.2136135
1156	659.4980634
1157	658.7744457
1158	657.9366554
1159	657.6702331
1160	656.9239043
1161	656.438822
1162	655.5642263
1163	654.9698915
1164	654.310373
1165	653.8188942
1166	653.1224747
1167	652.9604132
1168	652.0529643
1169	650.9277418
1170	650.0794589
1171	649.789915
1172	648.8212617
1173	647.9777332
1174	647.6644175
1175	646.6356106
1176	645.9869817
1177	645.691133
1178	644.8133072
1179	644.1589306
1180	643.6786859
1181	642.6140295
1182	641.7084392
1183	641.5249633
1184	640.58649
1185	640.0874746
1186	639.6187797
1187	639.1987091
1188	638.4141451
1189	637.856018
1190	636.0330593
1191	635.2392165
1192	635.2203644
1193	634.1881405
1194	633.355256
1195	632.4357108
1196	631.3907898
1197	630.3494401
1198	629.3876941
1199	629.1696016
1200	628.2657491
1201	627.3148745
1202	625.9203508
1203	625.4467467
1204	624.7701851
1205	624.1173976
1206	623.4819455
1207	621.8726154
1208	621.0326258
1209	620.8207531
1210	620.5686325
1211	619.8495307
1212	619.3551312
1213	618.8320215
1214	618.1001015
1215	617.2147206
1216	616.4254665
1217	615.6428681
1218	614.9336375
1219	614.6836432
1220	614.4329755
1221	613.8724837
1222	612.8008823
1223	611.7179144
1224	611.5863173
1225	610.828095
1226	610.1581515
1227	609.4540723
1228	609.0131327
1229	607.8505844
1230	606.7109018
1231	606.1186282
1232	604.9165363
1233	604.237464
1234	603.3627855
1235	602.3938208
1236	601.7698203
1237	600.7890347
1238	600.5463185
1239	600.0864747
1240	599.2828469
1241	598.7687137
1242	597.7218702
1243	597.0365864
1244	596.006713
1245	595.7054055
1246	594.7057317
1247	593.9762779
1248	593.592222
1249	593.4766316
1250	593.4493778
1251	592.8873964
1252	592.6997986
1253	591.8682584
1254	590.8532422
1255	589.7492335
1256	589.5407697
1257	588.8698116
1258	588.4546999
1259	587.9654232
1260	587.1567827
1261	586.3353387
1262	585.7814521
1263	585.1272587
1264	585.0119449
1265	584.6769569
1266	584.3085282
1267	583.4233196
1268	583.2433479
1269	582.6758167
1270	582.2740732
1271	581.6522075
1272	581.4515759
1273	580.765296
1274	580.3200541
1275	579.7993781
1276	579.1974866
1277	578.1787977
1278	577.2927785
1279	576.758117
1280	575.7778092
1281	574.6623311
1282	573.9458592
1283	572.5555428
1284	572.4456489
1285	572.2448815
1286	571.5707718
1287	570.851985
1288	569.9304316
1289	569.5232196
1290	566.9335069
1291	565.7884954
1292	565.2471815
1293	564.6296506
1294	564.4181316
1295	563.8296695
1296	563.5213571
1297	563.2099557
1298	562.6637564
1299	562.2446756
1300	561.2085348
1301	560.3322396
1302	560.0004998
1303	559.4715411
1304	558.8041519
1305	558.3254664
1306	558.1816694
1307	557.3209796
1308	556.7015344
1309	555.9217146
1310	555.2723439
1311	554.5684842
1312	554.1357317
1313	553.3560917
1314	552.6539
1315	552.0290244
1316	551.4654746
1317	550.9576231
1318	550.1799847
1319	549.1978675
1320	548.5879015
1321	547.7636122
1322	547.0774993
1323	546.5617017
1324	546.1717525
1325	545.490164
1326	545.041223
1327	543.750606
1328	543.3041077
1329	542.7406805
1330	542.6168202
1331	542.0132691
1332	541.5656343
1333	540.1309698
1334	539.0781215
1335	538.203869
1336	538.0385538
1337	537.8338317
1338	537.2612354
1339	536.7455611
1340	536.5394327
1341	536.0641192
1342	535.3988329
1343	534.5371081
1344	533.7372312
1345	533.2567598
1346	532.5784537
1347	532.4674864
1348	531.6653648
1349	530.9783711
1350	530.7028362
1351	529.9913422
1352	529.4474984
1353	528.8805024
1354	528.3385042
1355	528.0558616
1356	527.6998911
1357	527.1479153
1358	526.3062549
1359	526.0778094
1360	525.7696055
1361	525.2568862
1362	524.5721957
1363	524.0332596
1364	523.6517039
1365	523.0922484
1366	522.9201625
1367	522.5617082
1368	522.443631
1369	522.442193
1370	521.9418029
1371	521.6454019
1372	521.2235248
1373	521.1125686
1374	520.2117432
1375	519.611502
1376	519.3652902
1377	519.1958445
1378	518.6948366
1379	518.134334
1380	517.8843331
1381	517.3570241
1382	517.0150202
1383	515.9412555
1384	515.2818661
1385	514.9109978
1386	514.4230914
1387	514.0818791
1388	513.6179967
1389	512.7829894
1390	512.0633483
1391	511.8017472
1392	511.4450396
1393	510.6309699
1394	510.2811324
1395	509.9564572
1396	508.5983751
1397	508.2630567
1398	507.4513847
1399	507.1629786
1400	506.7921224
1401	506.4690301
1402	505.9406208
1403	505.6411753
1404	505.0408561
1405	504.4987157
1406	504.4311907
1407	504.0725541
1408	503.6360513
1409	503.2135665
1410	503.0922617
1411	502.2494134
1412	501.6039175
1413	501.1059422
1414	500.362734
1415	500.0598477
1416	499.6403058
1417	498.8295997
1418	498.1339188
1419	497.4481699
1420	496.9134469
1421	496.2828509
1422	496.0310296
1423	495.4434882
1424	494.9700431
1425	494.6636685
1426	494.4525719
1427	494.0809832
1428	493.4690319
1429	492.8091653
1430	491.9637447
1431	491.3651311
1432	491.1968698
1433	490.9528929
1434	490.1971016
1435	489.8763136
1436	488.9449726
1437	488.665385
1438	487.7593556
1439	487.173528
1440	486.7808155
1441	486.4019864
1442	486.3959862
1443	485.8366743
1444	485.37782
1445	485.1999637
1446	484.6609014
1447	484.0807674
1448	483.595665
1449	482.6108163
1450	482.1027101
1451	481.9521838
1452	481.1982891
1453	481.0070403
1454	480.7485575
1455	479.8434175
1456	479.3522143
1457	479.1930768
1458	478.7929976
1459	478.2819753
1460	477.7997968
1461	477.2772048
1462	476.4652095
1463	475.9115595
1464	475.5210408
1465	475.0184165
1466	474.4820066
1467	474.3884972
1468	473.8458831
1469	473.3605256
1470	473.0279593
1471	472.467563
1472	472.0409396
1473	471.8811809
1474	471.84915
1475	471.0728763
1476	470.4922409
1477	470.258963
1478	470.0167842
1479	469.7325374
1480	469.288764
1481	468.0725286
1482	468.053381
1483	467.6872291
1484	467.2034776
1485	466.9600895
1486	466.5695158
1487	466.3905118
1488	466.1634463
1489	465.7871904
1490	465.2278
1491	465.1875183
1492	465.0249368
1493	464.4120403
1494	463.6004046
1495	462.8184038
1496	462.630292
1497	462.425341
1498	461.6318243
1499	461.397485
1500	460.7794654
1501	460.2749963
1502	460.123083
1503	459.5489608
1504	458.9566792
1505	458.5710292
1506	458.0157216
1507	457.5770275
1508	456.7665409
1509	456.5940494
1510	456.0765335
1511	455.7364065
1512	454.6089672
1513	454.5529295
1514	454.5313671
1515	454.2456718
1516	453.790185
1517	453.357626
1518	452.7091165
1519	452.5748103
1520	452.2220523
1521	451.79095
1522	451.266527
1523	450.9159736
1524	450.4328194
1525	450.2054765
1526	449.4529413
1527	449.093495
1528	448.6226375
1529	448.3033883
1530	447.9126099
1531	447.4371851
1532	447.1689619
1533	446.7010914
1534	446.3485207
1535	446.1516157
1536	445.6181673
1537	445.2660182
1538	444.8628403
1539	444.4149135
1540	443.761452
1541	443.5135094
1542	443.2934779
1543	442.9983855
1544	442.8440192
1545	442.4831395
1546	442.0380805
1547	441.7804152
1548	441.2307218
1549	440.8556151
1550	440.5681862
1551	440.3110213
1552	439.5448674
1553	439.4846693
1554	438.8014034
1555	438.6955643
1556	438.2133395
1557	437.7433195
1558	437.3277491
1559	436.9258468
1560	436.0048052
1561	435.3290151
1562	434.888731
1563	434.774143
1564	434.4890539
1565	434.2046178
1566	433.3779207
1567	433.0717962
1568	432.5798524
1569	432.4026109
1570	432.0372736
1571	431.0046353
1572	430.8188232
1573	430.5220439
1574	429.9393
1575	429.4769848
1576	428.9241684
1577	428.753668
1578	428.3744828
1579	428.3287018
1580	428.2066343
1581	427.6859503
1582	427.204267
1583	426.9597687
1584	426.6590646
1585	426.3946105
1586	425.8681514
1587	425.59895
1588	425.1473714
1589	424.624798
1590	423.9229443
1591	423.7385202
1592	423.421736
1593	422.9749294
1594	422.5930358
1595	422.2459172
1596	421.6127156
1597	421.3307727
1598	420.9036606
1599	420.304868
1600	420.0772046
1601	419.7348824
1602	419.2913276
1603	418.5688071
1604	418.3347094
1605	418.0521623
1606	417.3385201
1607	417.2522769
1608	416.8549169
1609	416.6897234
1610	416.4211875
1611	415.9505587
1612	415.4979727
1613	414.9529724
1614	414.5461987
1615	414.3749446
1616	413.5580507
1617	413.3954531
1618	412.605939
1619	412.3739033
1620	412.3699837
1621	412.0714394
1622	411.9754275
1623	411.8512184
1624	411.7136672
1625	411.2056926
1626	410.8127023
1627	410.6648464
1628	410.3258955
1629	409.5270005
1630	409.3801737
1631	408.9276381
1632	408.3671071
1633	407.9590843
1634	407.5660942
1635	407.1170063
1636	406.6137646
1637	406.0699445
1638	405.9557635
1639	405.7005108
1640	405.5203589
1641	405.3352757
1642	404.989506
1643	404.2485816
1644	403.699089
1645	403.61371
1646	403.3339913
1647	402.9412194
1648	402.6879159
1649	402.5422619
1650	401.9642887
1651	401.846353
1652	401.3310508
1653	401.197487
1654	400.8493671
1655	400.4841
1656	400.0961061
1657	399.9006205
1658	399.5741003
1659	399.4012719
1660	398.9069622
1661	398.7373263
1662	398.4946545
1663	398.0741656
1664	397.8719473
1665	397.6783108
1666	397.2696802
1667	396.8414942
1668	396.4347869
1669	396.0407258
1670	395.9036374
1671	395.4905372
1672	395.3346958
1673	395.1803823
1674	394.9050834
